,Name,Society,Award,Year,Location,Data Source,Gender,pred_gender
1566,Gordon Potts,American Society of Neuroradiology ,Gold Medal Award,1998,,https://www-ajronline-org.uml.idm.oclc.org/doi/pdf/10.2214/ajr.163.6.7992757,1,male
1567,Derek Harwood-Nash,American Society of Neuroradiology ,Gold Medal Award,1997,,https://pubs-rsna-org.uml.idm.oclc.org/doi/pdf/10.1148/radiology.201.3.593,1,unknown
1568,Sadek Hilal,American Society of Neuroradiology ,Gold Medal Award,1996,,https://www.nytimes.com/2001/01/08/nyregion/dr-sadek-hilal-70-pioneer-in-detecting-brain-diseases.html,1,male
1569,Giovanni Di Chiro,American Society of Neuroradiology ,Gold Medal Award,1996,,http://www.ajnr.org/content/ajnr/19/6/1007.full.pdf,1,unknown
1570,Hans Newton,American Society of Neuroradiology ,Gold Medal Award,1995,,https://radiology.ucsf.edu/education/lectures/t-hans-newton,1,male
1571,Juan Taveras,American Society of Neuroradiology ,Gold Medal Award,1995,,https://radiopaedia.org/articles/juan-m-taveras,1,male
1572,Marion Smits,American Society of Neuroradiology ,Honourary Members ,,,https://marionsmits.net/,2,unknown
1573,Peter J Basser,American Society of Neuroradiology ,Honourary Members ,,,https://irp.nih.gov/pi/peter-basser,1,male
1574,Torsten Almen,American Society of Neuroradiology ,Honourary Members ,,,https://pubs-rsna-org.uml.idm.oclc.org/doi/full/10.1148/radiol.2016164025,1,unknown
1575,Mitchel S Berger,American Society of Neuroradiology ,Honourary Members ,,,https://profiles.ucsf.edu/mitchel.berger,1,unknown
1576,James W Bull,American Society of Neuroradiology ,Honourary Members ,,,https://pubs-rsna-org.uml.idm.oclc.org/doi/pdf/10.1148/radiology.167.3.880-b,1,male
1577,Francis O Brunelle ,American Society of Neuroradiology ,Honourary Members ,,,https://bndmr.academia.edu/FrancisBrunelle/CurriculumVitae,1,unknown
1578,Graeme M Bydder,American Society of Neuroradiology ,Honourary Members ,,,https://profiles.ucsd.edu/graeme.bydder,1,unknown
1579,Paul Capp,American Society of Neuroradiology ,Honourary Members ,,,https://medicalimaging.medicine.arizona.edu/profile/m-paul-capp-md,1,male
1580,Sten Cronqvist,American Society of Neuroradiology ,Honourary Members ,,,http://www.ajnr.org/content/31/8/E76,1,unknown
1581,Jian-Ping Dai,American Society of Neuroradiology ,Honourary Members ,,,https://www.myesr.org/article/96,1,male
1582,BG Ziedses des Plantes,American Society of Neuroradiology ,Honourary Members ,,,https://www.ntvg.nl/artikelen/memoriam-profdrbgziedses-des-plantes/volledig,1,male
1583,Didier Dormont ,American Society of Neuroradiology ,Honourary Members ,,,https://fr.linkedin.com/in/didier-dormont-63b9748a,1,unknown
1584,George du Boulay,American Society of Neuroradiology ,Honourary Members ,,,https://www.ucl.ac.uk/ion/news/2009/mar/professor-george-du-boulay-cbe-frcr-frcp,1,male
1585,Richard R Ernst,American Society of Neuroradiology ,Honourary Members ,,,https://www.nobelprize.org/prizes/chemistry/1991/ernst/biographical/,1,female
1586,Torgny VB Greitz,American Society of Neuroradiology ,Honourary Members ,,,http://www.ajnr.org/content/early/2017/08/24/ajnr.A5365,1,unknown
1587,Wan-Yuo Guo ,American Society of Neuroradiology ,Honourary Members ,,,http://www.aosnhnr.org/member-Taiwan.html,1,male
1588,Godfrey N Hounsfield ,American Society of Neuroradiology ,Honourary Members ,,,https://radiopaedia.org/articles/godfrey-hounsfield,1,unknown
1589,Yun Peng Huang,American Society of Neuroradiology ,Honourary Members ,,,http://neuroangio.org/yun-peng-huang-collection/,1,male
1590,Ian Isherwood,American Society of Neuroradiology ,Honourary Members ,,,https://www.bir.org.uk/12483.aspx,1,male
1591,Valery N Kornienko,American Society of Neuroradiology ,Honourary Members ,,,https://link-springer-com.uml.idm.oclc.org/content/pdf/bfm%3A978-3-540-75653-8%2F1.pdf,1,unknown
1592,Pierre Lasjaunias,American Society of Neuroradiology ,Honourary Members ,,,http://www.ajnr.org/content/29/10/e92,1,unknown
1593,Paul C Laterbur,American Society of Neuroradiology ,Honourary Members ,,,https://radiopaedia.org/articles/paul-lauterbur,1,male
1594,Denis Le Bihan,American Society of Neuroradiology ,Honourary Members ,,,http://www.meteoreservice.com/dlb.htm,1,male
1595,Marco Leonardi,American Society of Neuroradiology ,Honourary Members ,,,https://www.esnr.org/en/news/in-memory-of-marco-leonardi-1944-2017-07-04-2017/,1,male
1596,Erik Lindgren,American Society of Neuroradiology ,Honourary Members ,,,https://findadoctor.spectrumhealth.org/physician/profile/1771,1,male
1597,Claude H Manelfe,American Society of Neuroradiology ,Honourary Members ,,,https://www.myesr.org/article/131,1,unknown
1598,Paul M Parizel,American Society of Neuroradiology ,Honourary Members ,,,https://research-repository.uwa.edu.au/en/persons/paul-parizel,1,male
1599,Luc Picard,American Society of Neuroradiology ,Honourary Members ,,,http://www.ajnr.org/content/26/9/2428,1,male
1600,Stanley B Prusiner,American Society of Neuroradiology ,Honourary Members ,,,https://profiles.ucsf.edu/stanley.prusiner,1,unknown
1601,Joseph Ransohoff,American Society of Neuroradiology ,Honourary Members ,,,http://www.ajnr.org/content/22/7/1440,1,male
1602,Marcus E Raichle ,American Society of Neuroradiology ,Honourary Members ,,,https://sites.wustl.edu/nillabs/people/marcus-e-raichle/,1,unknown
1603,Jesus Rodriguez-Carbajal,American Society of Neuroradiology ,Honourary Members ,,,https://grupoctscanner.com/dr-jesus-rodriguez-carbajal-1928-2020/,1,unknown
1604,Lee F Rogers,American Society of Neuroradiology ,Honourary Members ,,,https://www.researchgate.net/profile/Lee-Rogers-2,1,male
1605,Lucy Rorke ,American Society of Neuroradiology ,Honourary Members ,,,https://www.chop.edu/news/dr-lucy-rorke-adams-reflects-50-years-pioneering-neuropathologist,2,female
1606,Michael R Sage,American Society of Neuroradiology ,Honourary Members ,,,https://www.flinders.edu.au/people/michael.sage,1,male
1607,Geroges M Salamon ,American Society of Neuroradiology ,Honourary Members ,,,https://www.ajnrblog.org/2015/10/26/in-memoriam-georges-salamon/,1,unknown
1608,George F Schuyler,American Society of Neuroradiology ,Honourary Members ,,,https://www-rsna-org.uml.idm.oclc.org/uploadedFiles/RSNA/Content/News/2017/11Nov-12Dec/RSNA_News_Nov_Dec.pdf,1,male
1609,Sven I Seldinger ,American Society of Neuroradiology ,Honourary Members ,,,https://radiopaedia.org/articles/sven-ivar-seldinger-1,1,unknown
1610,Fjodor Serbinenko ,American Society of Neuroradiology ,Honourary Members ,,,http://sputnikimages.com/hier_rubric/photo/782926.html,1,unknown
1611,Mutsumasa Takahashi,American Society of Neuroradiology ,Honourary Members ,,,https://pubs-rsna-org.uml.idm.oclc.org/doi/full/10.1148/radiol.14144018,1,unknown
1612,Turgut Tali ,American Society of Neuroradiology ,Honourary Members ,,,https://www.researchgate.net/profile/E-Turgut-Tali-2,1,unknown
1613,Michael ter Pogossian,American Society of Neuroradiology ,Honourary Members ,,,https://link-springer-com.uml.idm.oclc.org/article/10.1007/s12350-018-1313-9,1,male
1614,Galdino E Valvassori,American Society of Neuroradiology ,Honourary Members ,,,https://www.doximity.com/pub/galdino-valvassori-md,1,unknown
1615,Marjo S Van Der Knaap,American Society of Neuroradiology ,Honourary Members ,,,https://neurotree.org/beta/publications.php?pid=61414,2,unknown
1616,Jacqueline Vignaud ,American Society of Neuroradiology ,Honourary Members ,,,https://www.esnr.org/en/news/in-memory-of-jacqueline-vignaud-1925-2017-08-06-2017/,2,unknown
1617,Gazi Yasargil,American Society of Neuroradiology ,Honourary Members ,,,https://www.neurologyindia.com/article.asp?issn=0028-3886;year=2018;volume=66;issue=6;spage=1865;epage=1867;aulast=Bhatoe,1,male
1618,Ian R Young ,American Society of Neuroradiology ,Honourary Members ,,,https://www.ismrm.org/members-only/in-memoriam/ian-young/,1,male
1619,Gabriel Brooks,American Society of Neuroradiology ,Cornelius G Dyke Award,2020,,https://www.linkedin.com/in/gabriel-brooks-6b063b55,1,unknown
1620,Niloufar Saadat,American Society of Neuroradiology ,Cornelius G Dyke Award,2019,,https://www.linkedin.com/in/niloufar-saadat-64993487,2,unknown
1621,Peter Chang,American Society of Neuroradiology ,Cornelius G Dyke Award,2018,,https://www.faculty.uci.edu/profile.cfm?faculty_id=6569,1,male
1622,Aikaterini Kotrotsou,American Society of Neuroradiology ,Cornelius G Dyke Award,2017,,https://www.linkedin.com/in/aikaterinikotrotsou,2,unknown
1623,Jeffrey W Prescott,American Society of Neuroradiology ,Cornelius G Dyke Award,2016,,https://www.metrohealth.org/physician/jeffrey-prescott-176342,1,unknown
1624,Ajay Gupta,American Society of Neuroradiology ,Cornelius G Dyke Award,2015,,https://weillcornell.org/ajgupta,1,male
1625,Avner Meoded,American Society of Neuroradiology ,Cornelius G Dyke Award,2014,,https://www.texaschildrens.org/find-a-doctor/avner-meoded-md,1,male
1626,Hediyeh Baradaran,American Society of Neuroradiology ,Cornelius G Dyke Award,2013,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0574539&name=hediyeh-baradaran,2,unknown
1627,Rahul S Desikan,American Society of Neuroradiology ,Cornelius G Dyke Award,2012,,https://radiology.ucsf.edu/blog/rahul-desikan-md-phd-1978-2019,1,unknown
1628,Elysa Widjaja ,American Society of Neuroradiology ,Cornelius G Dyke Award,2010,,https://medical-imaging.utoronto.ca/node/405,2,female
1629,Josser E Delgado Almandoz ,American Society of Neuroradiology ,Cornelius G Dyke Award,2009,,https://account.allinahealth.org/providers/4466,1,unknown
1630,Yulin Ge,American Society of Neuroradiology ,Cornelius G Dyke Award,2007,,https://med.nyu.edu/faculty/yulin-ge,1,unknown
1631,Ashok Panigrahy,American Society of Neuroradiology ,Cornelius G Dyke Award,2006,,https://www.isb.pitt.edu/people/faculty/ashok-panigrahy-md,1,unknown
1632,Eric D Scwartz,American Society of Neuroradiology ,Cornelius G Dyke Award,2004,,https://health.usnews.com/doctors/eric-schwartz-442141,1,male
1633,Mehmet Kocak ,American Society of Neuroradiology ,Cornelius G Dyke Award,2002,,https://doctors.rush.edu/details/1901/mehmet-kocak-diagnostic_radiology-neuroradiology-chicago,1,unknown
1634,William F Marx,American Society of Neuroradiology ,Cornelius G Dyke Award,2000,,https://missionhealth.org/provider-finder/profile/35051,1,male
1635,Aquilla S Turk,American Society of Neuroradiology ,Cornelius G Dyke Award,1999,,https://musc.bcst.md/participant/aquilla-s-turk-d-o,1,unknown
1636,Steven G Imbesi,American Society of Neuroradiology ,Cornelius G Dyke Award,1997,,https://www.doximity.com/pub/steven-imbesi-md,1,unknown
1637,David F Kallmes,American Society of Neuroradiology ,Cornelius G Dyke Award,1997,,https://www.mayo.edu/research/faculty/kallmes-david-f-m-d/bio-00028056,1,male
1638,John C Strainer,American Society of Neuroradiology ,Cornelius G Dyke Award,1996,,https://www.doximity.com/pub/john-strainer-md,1,male
1639,John L Ulmer,American Society of Neuroradiology ,Cornelius G Dyke Award,1995,,https://www.emedevents.com/speaker-profile/john-l-ulmer,1,male
1640,A Gregory Sorensen,American Society of Neuroradiology ,Cornelius G Dyke Award,1994,,https://www.imris.com/team_mf/gregory-sorensen-md/,1,male
1641,Marc Jouandet,American Society of Neuroradiology ,Cornelius G Dyke Award,1993,,https://www.hopkinsmedicine.org/profiles/details/marc-jouandet,1,male
1642,R Gilberto Gonalez,American Society of Neuroradiology ,Cornelius G Dyke Award,1992,,https://www.massgeneral.org/doctors/16835/ramon-gonzalez,1,male
1643,Frank J Lexa,American Society of Neuroradiology ,Cornelius G Dyke Award,1992,,https://www.acr.org/Practice-Management-Quality-Informatics/Radiology-Leadership-Institute/Local-Content/RLI-Board/Frank-Lexa,1,male
1644,Udo P Schmiedl,American Society of Neuroradiology ,Cornelius G Dyke Award,1991,,https://www.uwmedicine.org/bios/udo-schmiedl,1,male
1645,Marvin D Nelson ,American Society of Neuroradiology ,Cornelius G Dyke Award,1990,,https://www.chla.org/profile/marvin-nelson-md-mba-facr,1,unknown
1646,Allen D Elster,American Society of Neuroradiology ,Cornelius G Dyke Award,1989,,https://www.doximity.com/pub/allen-elster-md,1,male
1647,Vincent P Matthews,American Society of Neuroradiology ,Cornelius G Dyke Award,1988,,https://www.mcw.edu/find-a-doctor/mathews-vincent,1,unknown
1648,Jeremy B Rubin ,American Society of Neuroradiology ,Cornelius G Dyke Award,1986,,https://news.umbc.edu/where-math-and-medicine-meet-jeremy-rubin-is-one-of-umbcs-nine-new-nsf-graduate-research-fellows/,1,unknown
1649,Val M Runge,American Society of Neuroradiology ,Cornelius G Dyke Award,1984,,https://journals.lww.com/investigativeradiology/pages/about-dr-runge.aspx,1,unknown
1650,B Ludwig ,American Society of Neuroradiology ,Cornelius G Dyke Award,1982,,https://www.doximity.com/pub/benjamin-ludwig-md,1,male
1651,A Ronald Cowley,American Society of Neuroradiology ,Cornelius G Dyke Award,1981,,https://www.healthcare4ppl.com/physician/south-carolina/greenville/alfred-ronald-cowley-1568433605.html,1,male
1652,Dieter R Enzmann,American Society of Neuroradiology ,Cornelius G Dyke Award,1979,,https://www.uclahealth.org/dieter-enzmann,1,unknown
1653,Joseph A Horton,American Society of Neuroradiology ,Cornelius G Dyke Award,1978,,https://health.usnews.com/doctors/joseph-horton-967639,1,male
1654,Burton P Drayer,American Society of Neuroradiology ,Cornelius G Dyke Award,1977,,https://www.mountsinai.org/profiles/burton-p-drayer,1,unknown
1655,Thomas P Naidich,American Society of Neuroradiology ,Cornelius G Dyke Award,1975,,https://www.mountsinai.org/profiles/thomas-p-naidich,1,male
1656,Jacques Theron,American Society of Neuroradiology ,Cornelius G Dyke Award,1974,,https://neuroimc2020.com/team/jacques-theron/,1,unknown
1657,Barton Lane,American Society of Neuroradiology ,Cornelius G Dyke Award,1973,,https://profiles.stanford.edu/barton-lane,1,unknown
1658,George M McCord ,American Society of Neuroradiology ,Cornelius G Dyke Award,1972,,cant find ,1,male
1659,Lisa Bielamowicz,American Society of Neuroradiology ,Gold Medal Award,2020,,https://gisthealthcare.com/bios/lisa-bielamowicz/,2,female
1660,William M Sage,American Society of Neuroradiology ,Gold Medal Award,2019,,https://law.utexas.edu/faculty/william-m-sage/,1,male
1661,Robert M Barr,American Society of Neuroradiology ,Gold Medal Award,2018,,https://www.novanthealth.org/pf/providers/1588647051/robert-barr/locations,1,male
1662,R Adams Dudley,American Society of Neuroradiology ,Gold Medal Award,2017,,https://profiles.ucsf.edu/adams.dudley,1,male
1663,Geraldine B McGinty,American Society of Neuroradiology ,Gold Medal Award,2016,,http://drgeraldinemcginty.com/,2,unknown
1664,Richard Duszak,American Society of Neuroradiology ,Gold Medal Award,2015,,https://providers.emoryhealthcare.org/provider/Richard+Duszak+Jr/777811,1,female
1665,Mark B McClellan,American Society of Neuroradiology ,Gold Medal Award,2014,,https://healthpolicy.duke.edu/people/mark-mcclellan-md-phd,1,male
1666,Dieter R Enzmann,American Society of Neuroradiology ,Gold Medal Award,2013,,https://www.uclahealth.org/dieter-enzmann,1,unknown
1667,Frank J Lexa,American Society of Neuroradiology ,Gold Medal Award,2011,,https://www.acr.org/Practice-Management-Quality-Informatics/Radiology-Leadership-Institute/Local-Content/RLI-Board/Frank-Lexa,1,male
1668,Suresh K Mukherji,American Society of Neuroradiology ,Gold Medal Award,2011,,http://www.radmed.org/SureshMukherji.php,1,unknown
1669,Meredith B Rosenthal,American Society of Neuroradiology ,Gold Medal Award,2010,,https://www.hsph.harvard.edu/meredith-rosenthal/,2,unknown
1670,Scott Atlas,American Society of Neuroradiology ,Gold Medal Award,2009,,https://profiles.stanford.edu/scott-atlas,1,unknown
1671,David J Seidenwurm,American Society of Neuroradiology ,Gold Medal Award,2008,,https://www.sutterhealth.org/find-doctor/dr-david-j-seidenwurm,1,male
1672,Michael Brant-Zawadzki,American Society of Neuroradiology ,Gold Medal Award,2008,,http://www.newportradiology.com/physicians/2.html,1,male
1673,Robert M Quencer,American Society of Spine Radiology,Gold Medal Award,2019,,http://www.ajnr.org/content/ajnr/28/9/1827.full.pdf,1,male
1674,Kenneth F Cammarata,American Society of Spine Radiology,Gold Medal Award,2018,,http://www.ajnr.org/content/24/9/1891,1,unknown
1675,Alan L Williams ,American Society of Spine Radiology,Gold Medal Award,2017,,https://www.linkedin.com/in/alan-williams-1a1b0a54,1,male
1676,Wade HM Wong,American Society of Spine Radiology,Gold Medal Award,2016,,https://www.doximity.com/pub/wade-wong-do,1,unknown
1677,Victor M Haughton ,American Society of Spine Radiology,Gold Medal Award,2015,,https://radiology.wisc.edu/profile/victor-haughton-24/,1,male
1678,M Judith Donovan Post,American Society of Spine Radiology,Gold Medal Award,2014,,https://www.doximity.com/pub/m-judith-post-md,2,male
1679,Jeffrey S Ross,American Society of Spine Radiology,Gold Medal Award,2013,,https://www.mayoclinic.org/biographies/ross-jeffrey-s-m-d/bio-20155637,1,unknown
1680,Rachel Lauren Delfanti,American Society of Spine Radiology,ASSR Louis A Gilula Mentor Award,2019,,https://npino.com/npi/1861835076-dr.-rachel-lauren-delfanti/,2,unknown
1681,Scott Johnson,American Society of Spine Radiology,ASSR Louis A Gilula Mentor Award,2018,,https://my.clevelandclinic.org/staff/24579-scott-johnson,1,unknown
1682,Miriam Peckham,American Society of Spine Radiology,ASSR Louis A Gilula Mentor Award,2017,,https://www.doximity.com/pub/miriam-peckham-md,2,unknown
1683,Michael Clark,American Society of Spine Radiology,ASSR Louis A Gilula Mentor Award,2016,,http://annapolisradiology.com/michael-b-clark-md/,1,male
1684,Nicholas A Koontz,American Society of Spine Radiology,ASSR Louis A Gilula Mentor Award,2015,,https://medicine.iu.edu/faculty/7278/koontz-nicholas,1,unknown
1685,Austin C Bourgeois ,American Society of Spine Radiology,ASSR Louis A Gilula Mentor Award,2014,,https://www.doximity.com/pub/austin-bourgeois-md,1,male
1686,Keyur Patel,American Society of Spine Radiology,ASSR Louis A Gilula Mentor Award,2013,,https://www.doximity.com/pub/keyur-patel-md-cdd7136b,1,unknown
1687,Leena Tekchandani ,American Society of Spine Radiology,ASSR Louis A Gilula Mentor Award,2012,,https://www.doximity.com/pub/leena-tekchandani-md,2,unknown
1688,Stephen F Kralik ,American Society of Spine Radiology,ASSR Louis A Gilula Mentor Award,2011,,https://www.texaschildrens.org/find-a-doctor/stephen-f-kralik-md,1,unknown
1689,Humberto Rosas,American Society of Spine Radiology,ASSR Louis A Gilula Mentor Award,2010,,https://radiology.wisc.edu/profile/humberto-rosas-414/,1,unknown
1690,Francesco Massari,American Society of Spine Radiology,ASSR Louis A Gilula Mentor Award,2009,,https://physicians.umassmemorial.org/details/3753/francesco-massari-neurointerventional_radiology-radiology-springfield-worcester,1,unknown
1691,Allison Grayev,American Society of Spine Radiology,ASSR Louis A Gilula Mentor Award,2008,,https://radiology.wisc.edu/profile/allison-grayev-256/,2,unknown
1692,Joseph P Cousins ,American Society of Spine Radiology,ASSR Louis A Gilula Mentor Award,2007,,https://www.muhealth.org/doctors/joseph-cousins-md,1,male
1693,Kennit F Layton ,American Society of Spine Radiology,ASSR Louis A Gilula Mentor Award,2006,,https://www.doximity.com/pub/kennith-layton-md,1,unknown
1694,Andrew T Trout ,American Society of Spine Radiology,ASSR Louis A Gilula Mentor Award,2005,,https://www.cincinnatichildrens.org/bio/t/andrew-trout,1,unknown
1695,Huy M Do,American Society of Spine Radiology,ASSR Louis A Gilula Mentor Award,2004,,https://profiles.stanford.edu/huy-do,1,male
1696,Jacob M Agris ,American Society of Spine Radiology,ASSR Louis A Gilula Mentor Award,2003,,https://www.doximity.com/pub/jacob-agris-md,1,unknown
1697,"Michael J. Alexander, MD, FSNIS",Society of Neurointerventional Surgery,Fellow,2017,,https://www.snisonline.org/fellows-of-the-snis/,,male
1698,"John D. Barr, MD, FSNIS",Society of Neurointerventional Surgery,Fellow,2017,,https://www.snisonline.org/fellows-of-the-snis/,,male
1699,"Alejandro Berenstein, MD, FSNIS",Society of Neurointerventional Surgery,Fellow,2017,,https://www.snisonline.org/fellows-of-the-snis/,,unknown
1700,"John J. Connors, MD, FSNIS",Society of Neurointerventional Surgery,Fellow,2017,,https://www.snisonline.org/fellows-of-the-snis/,,male
1701,"Jacques E. Dion, MD, FSNIS",Society of Neurointerventional Surgery,Fellow,2017,,https://www.snisonline.org/fellows-of-the-snis/,,unknown
1702,"Gary R. Duckwiler, MD, FSNIS",Society of Neurointerventional Surgery,Fellow,2017,,https://www.snisonline.org/fellows-of-the-snis/,,unknown
1703,"Donald F. Frei, MD, FSNIS",Society of Neurointerventional Surgery,Fellow,2017,,https://www.snisonline.org/fellows-of-the-snis/,,unknown
1704,"Joshua A. Hirsch, MD, FSNIS",Society of Neurointerventional Surgery,Fellow,2017,,https://www.snisonline.org/fellows-of-the-snis/,,male
1705,"Charles W. Kerber, MD, FSNIS",Society of Neurointerventional Surgery,Fellow,2017,,https://www.snisonline.org/fellows-of-the-snis/,,male
1706,"Cameron G. McDougall, MD, FSNIS",Society of Neurointerventional Surgery,Fellow,2017,,https://www.snisonline.org/fellows-of-the-snis/,,unknown
1707,"Philip M. Meyers, MD, FSNIS",Society of Neurointerventional Surgery,Fellow,2017,,https://www.snisonline.org/fellows-of-the-snis/,,unknown
1708,"Peter A. Rasmussen, MD, FSNIS",Society of Neurointerventional Surgery,Fellow,2017,,https://www.snisonline.org/fellows-of-the-snis/,,male
1709,"Charles M. Strother, MD, FSNIS",Society of Neurointerventional Surgery,Fellow,2017,,https://www.snisonline.org/fellows-of-the-snis/,,male
1710,"Robert W. Tarr, MD, FSNIS",Society of Neurointerventional Surgery,Fellow,2017,,https://www.snisonline.org/fellows-of-the-snis/,,male
1711,"Van V. Halbach, MD, FSNIS",Society of Neurointerventional Surgery,Fellow,2018,,https://www.snisonline.org/fellows-of-the-snis/,,unknown
1712,"Randall T. Higashida, MD, FSNIS",Society of Neurointerventional Surgery,Fellow,2018,,https://www.snisonline.org/fellows-of-the-snis/,,male
1713,"Mary E. Jensen, MD, FSNIS",Society of Neurointerventional Surgery,Fellow,2018,,https://www.snisonline.org/fellows-of-the-snis/,,male
1714,"Fernando Viñuela, MD, FSNIS",Society of Neurointerventional Surgery,Fellow,2018,,https://www.snisonline.org/fellows-of-the-snis/,,male
1715,"Blaise W. Baxter, MD, FSNIS",Society of Neurointerventional Surgery,Fellow,2020,,https://www.snisonline.org/fellows-of-the-snis/,,unknown
1716,"Colin P. Derdeyn, MD, FSNIS",Society of Neurointerventional Surgery,Fellow,2020,,https://www.snisonline.org/fellows-of-the-snis/,,unknown
1717,"Christopher F. Dowd, MD, FSNIS",Society of Neurointerventional Surgery,Fellow,2020,,https://www.snisonline.org/fellows-of-the-snis/,,unknown
1718,"Thomas J. Masaryk, MD, FSNIS",Society of Neurointerventional Surgery,Fellow,2020,,https://www.snisonline.org/fellows-of-the-snis/,,male
1719,"Christopher J. Moran, MD, FSNIS",Society of Neurointerventional Surgery,Fellow,2020,,https://www.snisonline.org/fellows-of-the-snis/,,unknown
1720,"Gary M. Nesbit, MD, FSNIS",Society of Neurointerventional Surgery,Fellow,2020,,https://www.snisonline.org/fellows-of-the-snis/,,unknown
1721,"Thomas A. Tomsick, MD, FSNIS",Society of Neurointerventional Surgery,Fellow,2020,,https://www.snisonline.org/fellows-of-the-snis/,,male
1722,Judith Korek Amorosa ,American Association for Women Radiologists ,Alice Ettinger Distinguished Achievement Award ,2019,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081347-alice-ettinger-distinguished-achievement-award,2,female
1723,Elizabeth Oates ,American Association for Women Radiologists ,Alice Ettinger Distinguished Achievement Award ,2017,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081347-alice-ettinger-distinguished-achievement-award,2,female
1724,Melissa L Rosado de Christenson ,American Association for Women Radiologists ,Alice Ettinger Distinguished Achievement Award ,2016,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081347-alice-ettinger-distinguished-achievement-award,2,unknown
1725,Teresita L Angtuaco,American Association for Women Radiologists ,Alice Ettinger Distinguished Achievement Award ,2014,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081347-alice-ettinger-distinguished-achievement-award,2,unknown
1726,Nina A Mayr,American Association for Women Radiologists ,Alice Ettinger Distinguished Achievement Award ,2013,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081347-alice-ettinger-distinguished-achievement-award,2,female
1727,Etta D Pisano ,American Association for Women Radiologists ,Alice Ettinger Distinguished Achievement Award ,2012,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081347-alice-ettinger-distinguished-achievement-award,2,female
1728,Barbara N Weissman ,American Association for Women Radiologists ,Alice Ettinger Distinguished Achievement Award ,2009,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081347-alice-ettinger-distinguished-achievement-award,2,female
1729,Marcia Javitt,American Association for Women Radiologists ,Alice Ettinger Distinguished Achievement Award ,2008,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081347-alice-ettinger-distinguished-achievement-award,2,unknown
1730,Ellen L Wolf ,American Association for Women Radiologists ,Alice Ettinger Distinguished Achievement Award ,2007,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081347-alice-ettinger-distinguished-achievement-award,2,female
1731,Peggy J Fritzsche ,American Association for Women Radiologists ,Alice Ettinger Distinguished Achievement Award ,2006,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081347-alice-ettinger-distinguished-achievement-award,2,unknown
1732,Janet Strife,American Association for Women Radiologists ,Alice Ettinger Distinguished Achievement Award ,2005,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081347-alice-ettinger-distinguished-achievement-award,2,unknown
1733,Patricia A Randall,American Association for Women Radiologists ,Alice Ettinger Distinguished Achievement Award ,2004,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081347-alice-ettinger-distinguished-achievement-award,2,unknown
1734,Gretchen A W Gooding,American Association for Women Radiologists ,Alice Ettinger Distinguished Achievement Award ,2003,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081347-alice-ettinger-distinguished-achievement-award,2,unknown
1735,Carol M Rumack,American Association for Women Radiologists ,Alice Ettinger Distinguished Achievement Award ,2001,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081347-alice-ettinger-distinguished-achievement-award,2,unknown
1736,Katherine A Shaffer,American Association for Women Radiologists ,Alice Ettinger Distinguished Achievement Award ,2000,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081347-alice-ettinger-distinguished-achievement-award,2,unknown
1737,Barbara Carter,American Association for Women Radiologists ,Alice Ettinger Distinguished Achievement Award ,1999,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081347-alice-ettinger-distinguished-achievement-award,2,female
1738,Ellann McCrory ,American Association for Women Radiologists ,Alice Ettinger Distinguished Achievement Award ,1998,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081347-alice-ettinger-distinguished-achievement-award,2,female
1739,Yoshimi Anzai,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,2019,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2,unknown
1740,Julia R Fielding ,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,2018,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2,female
1741,Nancy J Tarbell,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,2017,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2,female
1742,Katarzyna J Macura,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,2016,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2,unknown
1743,Kimberly Applegate,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,2015,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2,unknown
